Id,MSSubClass,MSZoning,LotFrontage,LotArea,LotShape,Neighborhood,LandContour,LotConfig,Condition1,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,SalePrice
308,50,RM,,7920,IR1,IDOTRR,Lvl,Inside,Artery,1Fam,1.5Fin,6,7,1920,1950,MetalSd,MetalSd,,0.0,TA,Fa,CBlock,89500
309,30,RL,,12342,IR1,Edwards,Lvl,Inside,Norm,1Fam,1Story,4,5,1940,1950,VinylSd,VinylSd,,0.0,TA,TA,CBlock,82500
310,20,RL,90.0,12378,IR1,NridgHt,Lvl,Inside,Norm,1Fam,1Story,9,5,2003,2004,VinylSd,VinylSd,,0.0,Gd,TA,PConc,360000
311,60,RL,,7685,IR1,Gilbert,Lvl,Inside,Norm,1Fam,2Story,6,5,1993,1994,HdBoard,HdBoard,BrkFace,112.0,TA,TA,PConc,165600
312,20,RL,50.0,8000,Reg,NAmes,Lvl,Inside,Norm,1Fam,1Story,6,6,1948,2002,VinylSd,VinylSd,,0.0,TA,Gd,CBlock,132000
313,190,RM,65.0,7800,Reg,OldTown,Lvl,Inside,Artery,2fmCon,1.5Fin,5,7,1939,1950,MetalSd,MetalSd,,0.0,TA,TA,CBlock,119900
314,20,RL,150.0,215245,IR3,Timber,Low,Inside,Norm,1Fam,1Story,7,5,1965,1965,BrkFace,BrkFace,,0.0,TA,TA,CBlock,375000
315,70,RM,60.0,9600,Reg,OldTown,Lvl,Inside,Norm,1Fam,2Story,7,7,1925,1990,Wd Sdng,Wd Sdng,,0.0,TA,TA,BrkTil,178000
316,60,RL,71.0,7795,IR1,Gilbert,Lvl,Inside,Norm,1Fam,2Story,7,5,2004,2005,VinylSd,VinylSd,,0.0,Gd,TA,PConc,188500
317,60,RL,94.0,13005,IR1,NWAmes,Lvl,Corner,Norm,1Fam,2Story,7,7,1980,1980,CemntBd,CmentBd,BrkFace,278.0,Gd,TA,CBlock,260000
318,60,FV,75.0,9000,Reg,Somerst,Lvl,Inside,Norm,1Fam,2Story,8,5,2006,2006,VinylSd,VinylSd,,0.0,Gd,TA,PConc,270000
319,60,RL,90.0,9900,Reg,NoRidge,Low,Inside,Norm,1Fam,2Story,7,5,1993,1993,HdBoard,HdBoard,BrkFace,256.0,Gd,TA,PConc,260000
320,80,RL,,14115,Reg,NWAmes,Lvl,Inside,Norm,1Fam,SLvl,7,5,1980,1980,Plywood,Plywood,BrkFace,225.0,TA,TA,CBlock,187500
321,60,RL,111.0,16259,Reg,NridgHt,Lvl,Corner,Norm,1Fam,2Story,9,5,2006,2006,VinylSd,VinylSd,Stone,370.0,TA,TA,PConc,342643
322,60,RL,99.0,12099,IR1,NridgHt,Lvl,Inside,Norm,1Fam,2Story,8,5,2004,2004,VinylSd,VinylSd,BrkFace,388.0,Gd,TA,PConc,354000
323,60,RL,86.0,10380,IR1,SawyerW,Lvl,Inside,Norm,1Fam,2Story,7,5,1986,1987,Plywood,Plywood,BrkFace,172.0,Gd,TA,CBlock,301000
324,20,RM,49.0,5820,Reg,OldTown,Lvl,Inside,Norm,1Fam,1Story,3,8,1955,2005,VinylSd,VinylSd,,0.0,TA,Gd,CBlock,126175
325,80,RL,96.0,11275,Reg,NAmes,Lvl,Corner,PosN,1Fam,SLvl,7,7,1967,2007,Wd Sdng,Wd Sdng,BrkFace,300.0,Gd,Gd,CBlock,242000
326,45,RM,50.0,5000,Reg,IDOTRR,Lvl,Inside,RRAe,1Fam,1.5Unf,5,6,1941,1950,MetalSd,MetalSd,,0.0,TA,TA,CBlock,87000
327,120,RL,32.0,10846,IR1,Veenker,Lvl,CulDSac,Norm,TwnhsE,1Story,8,5,1993,1993,BrkFace,BrkFace,,0.0,Gd,TA,PConc,324000
328,20,RL,80.0,11600,Reg,NAmes,Lvl,Inside,Norm,1Fam,1Story,6,5,1960,1960,Wd Sdng,Wd Sdng,BrkFace,175.0,TA,TA,CBlock,145250
329,75,RL,,11888,IR1,BrkSide,Bnk,Inside,PosN,1Fam,2.5Unf,6,6,1916,1994,Wd Sdng,Wd Shng,,0.0,TA,TA,BrkTil,214500
330,70,RM,60.0,6402,Reg,IDOTRR,Lvl,Corner,Norm,1Fam,2Story,5,5,1920,1950,Wd Sdng,Wd Shng,,0.0,TA,TA,PConc,78000
331,90,RL,,10624,IR1,NAmes,Lvl,Inside,Norm,Duplex,1Story,5,4,1964,1964,HdBoard,HdBoard,BrkFace,84.0,TA,TA,CBlock,119000
332,20,RL,70.0,8176,Reg,NAmes,Lvl,Inside,Norm,1Fam,1Story,5,6,1958,1992,Wd Sdng,Wd Sdng,,0.0,TA,TA,CBlock,139000
333,20,RL,85.0,10655,IR1,NridgHt,Lvl,Inside,Norm,1Fam,1Story,8,5,2003,2004,VinylSd,VinylSd,BrkFace,296.0,Gd,TA,PConc,284000
334,120,RM,59.0,8198,Reg,NridgHt,Lvl,FR3,Norm,TwnhsE,1Story,7,5,2004,2004,VinylSd,VinylSd,Stone,146.0,Gd,TA,PConc,207000
335,60,RL,59.0,9042,IR1,Gilbert,Lvl,Inside,Norm,1Fam,2Story,6,5,1998,1998,VinylSd,VinylSd,,0.0,TA,TA,PConc,192000
336,190,RL,,164660,IR1,Timber,HLS,Corner,Norm,2fmCon,1.5Fin,5,6,1965,1965,Plywood,Plywood,,0.0,TA,TA,CBlock,228950
337,20,RL,86.0,14157,IR1,StoneBr,HLS,Corner,Norm,1Fam,1Story,9,5,2005,2006,VinylSd,VinylSd,Stone,200.0,Gd,TA,PConc,377426
338,20,RL,70.0,9135,Reg,CollgCr,Lvl,Inside,Norm,1Fam,1Story,7,5,2002,2003,VinylSd,VinylSd,BrkFace,113.0,Gd,TA,PConc,214000
339,20,RL,91.0,14145,Reg,NWAmes,Lvl,Corner,Norm,1Fam,1Story,7,7,1984,1998,Wd Sdng,Wd Sdng,,0.0,Gd,TA,CBlock,202500
340,20,RL,66.0,12400,IR1,NAmes,Lvl,Inside,Feedr,1Fam,1Story,6,7,1958,1998,Wd Sdng,Wd Sdng,BrkFace,176.0,TA,TA,CBlock,155000
341,60,RL,85.0,14191,Reg,Timber,Lvl,Inside,Norm,1Fam,2Story,8,5,2002,2002,VinylSd,VinylSd,,0.0,Gd,TA,PConc,202900
342,20,RH,60.0,8400,Reg,SawyerW,Lvl,Inside,Feedr,1Fam,1Story,4,4,1950,1950,Wd Sdng,AsbShng,,0.0,Fa,Fa,CBlock,82000
343,90,RL,,8544,Reg,NAmes,Lvl,Inside,Norm,Duplex,1Story,3,4,1949,1950,Stucco,Stucco,BrkFace,340.0,TA,TA,Slab,87500
344,120,RL,63.0,8849,IR1,NridgHt,Lvl,Inside,Norm,TwnhsE,1Story,9,5,2005,2005,MetalSd,MetalSd,BrkFace,616.0,Ex,TA,PConc,266000
345,160,RM,36.0,2592,Reg,MeadowV,Lvl,Inside,Norm,TwnhsE,2Story,5,3,1976,1976,CemntBd,CmentBd,,0.0,TA,TA,CBlock,85000
346,50,RL,65.0,6435,Reg,BrkSide,Lvl,Inside,RRAn,1Fam,1.5Fin,6,5,1939,1950,MetalSd,MetalSd,,0.0,TA,TA,BrkTil,140200
347,20,RL,,12772,IR1,NAmes,Lvl,CulDSac,Norm,1Fam,1Story,6,8,1960,1998,MetalSd,MetalSd,,0.0,TA,Gd,CBlock,151500
348,20,RL,,17600,IR1,NAmes,Lvl,Inside,Norm,1Fam,1Story,6,5,1960,1960,Wd Sdng,Wd Sdng,BrkFace,30.0,TA,TA,CBlock,157500
349,160,RL,36.0,2448,Reg,NridgHt,Lvl,Inside,Norm,Twnhs,2Story,7,5,2003,2004,VinylSd,Wd Shng,Stone,106.0,Gd,TA,PConc,154000
350,60,RL,56.0,20431,IR2,NridgHt,Lvl,Inside,Norm,1Fam,2Story,9,5,2005,2006,CemntBd,CmentBd,BrkFace,870.0,Ex,TA,PConc,437154
351,120,RL,68.0,7820,IR1,NridgHt,Lvl,Inside,Norm,TwnhsE,1Story,9,5,2007,2007,MetalSd,MetalSd,BrkFace,362.0,Ex,TA,PConc,318061
352,120,RL,,5271,IR1,ClearCr,Low,Inside,Norm,1Fam,1Story,7,5,1986,1986,Wd Sdng,Wd Sdng,,0.0,TA,TA,PConc,190000
353,50,RL,60.0,9084,Reg,Edwards,Lvl,Inside,Artery,1Fam,1.5Fin,5,6,1941,1950,VinylSd,VinylSd,,0.0,TA,TA,CBlock,95000
354,30,RM,60.0,8520,Reg,OldTown,Lvl,Inside,Norm,1Fam,1Story,6,8,1928,2003,VinylSd,VinylSd,,0.0,TA,Gd,BrkTil,105900
355,50,RL,60.0,8400,Reg,SWISU,Bnk,Inside,Norm,1Fam,1.5Fin,6,5,1940,2000,Wd Sdng,MetalSd,,0.0,TA,TA,CBlock,140000
356,20,RL,105.0,11249,IR2,CollgCr,Lvl,Inside,Norm,1Fam,1Story,6,5,1995,1995,VinylSd,VinylSd,,0.0,Gd,Gd,PConc,177500
357,20,RL,,9248,IR1,Gilbert,Lvl,Inside,Norm,1Fam,1Story,6,6,1992,1992,HdBoard,HdBoard,BrkFace,106.0,TA,TA,PConc,173000
358,120,RM,44.0,4224,Reg,MeadowV,Lvl,Inside,Norm,TwnhsE,1Story,5,5,1976,1976,CemntBd,CmentBd,,0.0,TA,TA,PConc,134000
359,80,RL,92.0,6930,IR1,ClearCr,Lvl,Inside,Norm,1Fam,SLvl,5,4,1958,1958,Wd Sdng,ImStucc,BrkFace,120.0,TA,TA,CBlock,130000
360,60,RL,78.0,12011,IR1,NoRidge,Lvl,CulDSac,Norm,1Fam,2Story,8,5,1998,1998,VinylSd,VinylSd,BrkFace,530.0,Gd,TA,PConc,280000
361,85,RL,,7540,IR1,Mitchel,Lvl,CulDSac,Norm,1Fam,SFoyer,6,6,1978,1978,VinylSd,VinylSd,,0.0,TA,TA,CBlock,156000
362,50,RL,,9144,Reg,BrkSide,Lvl,Inside,Norm,1Fam,1.5Fin,5,5,1940,1982,MetalSd,MetalSd,,0.0,TA,TA,CBlock,145000
363,85,RL,64.0,7301,Reg,Edwards,Lvl,Corner,Norm,1Fam,SFoyer,7,5,2003,2003,HdBoard,HdBoard,BrkFace,500.0,Gd,TA,Slab,198500
364,160,RM,21.0,1680,Reg,BrDale,Lvl,Inside,Norm,Twnhs,2Story,6,8,1972,2007,HdBoard,HdBoard,BrkFace,510.0,TA,TA,CBlock,118000
365,60,RL,,18800,IR1,NWAmes,Lvl,FR2,Norm,1Fam,2Story,6,5,1976,1976,HdBoard,HdBoard,BrkFace,120.0,TA,TA,PConc,190000
366,70,RM,59.0,10690,Reg,IDOTRR,Lvl,Inside,Norm,1Fam,2Story,5,7,1920,1997,VinylSd,VinylSd,,0.0,TA,Gd,CBlock,147000
367,20,RL,,9500,IR1,NAmes,Lvl,Inside,Norm,1Fam,1Story,6,5,1963,1963,Plywood,Plywood,BrkFace,247.0,TA,TA,CBlock,159000
368,80,RL,101.0,9150,IR1,NAmes,Lvl,Corner,Norm,1Fam,SLvl,6,5,1962,1962,Plywood,Plywood,BrkFace,305.0,TA,TA,CBlock,165000
369,20,RL,78.0,7800,Reg,NAmes,Lvl,Inside,Norm,1Fam,1Story,5,6,1954,1954,HdBoard,HdBoard,BrkFace,200.0,TA,TA,PConc,132000
370,20,RL,,9830,IR1,NAmes,Lvl,Corner,Norm,1Fam,1Story,5,7,1959,2006,Wd Sdng,Wd Sdng,,0.0,TA,Gd,CBlock,162000
371,60,RL,,8121,IR1,Gilbert,Lvl,Inside,Norm,1Fam,2Story,6,5,2000,2000,VinylSd,VinylSd,,0.0,TA,TA,PConc,172400
372,50,RL,80.0,17120,Reg,ClearCr,Lvl,Inside,Feedr,1Fam,1.5Fin,4,4,1959,1959,WdShing,Plywood,,0.0,TA,TA,CBlock,134432
373,120,RL,50.0,7175,Reg,SawyerW,Lvl,Inside,Norm,TwnhsE,1Story,6,5,1984,1984,Plywood,Plywood,,0.0,TA,TA,CBlock,125000
374,20,RL,79.0,10634,Reg,NAmes,Lvl,Inside,Norm,1Fam,1Story,5,6,1953,1953,MetalSd,MetalSd,,0.0,TA,TA,PConc,123000
375,60,RL,65.0,8200,Reg,CollgCr,Lvl,Inside,Norm,1Fam,2Story,7,5,2003,2004,VinylSd,VinylSd,,0.0,Gd,TA,PConc,219500
376,30,RL,,10020,IR1,Edwards,Low,Inside,Norm,1Fam,1Story,1,1,1922,1950,Wd Sdng,Wd Sdng,,0.0,Fa,Fa,BrkTil,61000
377,85,RL,57.0,8846,IR1,CollgCr,Lvl,CulDSac,Norm,1Fam,SFoyer,5,5,1996,1996,VinylSd,VinylSd,,0.0,Gd,TA,PConc,148000
378,60,FV,102.0,11143,IR1,Somerst,Lvl,Corner,Norm,1Fam,2Story,8,5,2004,2005,CemntBd,CmentBd,,0.0,Gd,TA,PConc,340000
379,20,RL,88.0,11394,Reg,StoneBr,Lvl,Corner,Norm,1Fam,1Story,9,2,2010,2010,VinylSd,VinylSd,Stone,350.0,Gd,TA,PConc,394432
380,60,RL,60.0,8123,IR1,Gilbert,Lvl,Inside,RRAn,1Fam,2Story,6,5,2000,2000,VinylSd,VinylSd,BrkFace,16.0,TA,TA,PConc,179000
381,50,RL,50.0,5000,Reg,SWISU,Lvl,Inside,Norm,1Fam,1.5Fin,5,6,1924,1950,BrkFace,Wd Sdng,,0.0,TA,TA,BrkTil,127000
382,20,FV,60.0,7200,Reg,Somerst,Lvl,Inside,Norm,1Fam,1Story,7,5,2006,2006,VinylSd,VinylSd,,0.0,Gd,TA,PConc,187750
383,60,RL,79.0,9245,IR1,CollgCr,Lvl,Inside,Norm,1Fam,2Story,7,5,2006,2006,VinylSd,VinylSd,,0.0,Gd,TA,PConc,213500
384,45,RH,60.0,9000,Reg,SawyerW,Lvl,Corner,Norm,1Fam,1.5Unf,6,3,1928,1950,Wd Sdng,Wd Sdng,,0.0,TA,TA,BrkTil,76000
385,60,RL,,53107,IR2,ClearCr,Low,Corner,Feedr,1Fam,2Story,6,5,1992,1992,HdBoard,HdBoard,,0.0,Gd,TA,PConc,240000
386,120,RL,43.0,3182,Reg,Blmngtn,Lvl,Inside,Norm,TwnhsE,1Story,8,5,2004,2005,VinylSd,VinylSd,BrkFace,16.0,Gd,TA,PConc,192000
387,50,RL,58.0,8410,Reg,Edwards,Lvl,FR2,Feedr,1Fam,1.5Fin,5,3,1910,1996,Wd Sdng,VinylSd,,0.0,TA,Fa,PConc,81000
388,80,RL,72.0,7200,Reg,Edwards,Lvl,Inside,Norm,1Fam,SLvl,6,6,1976,1976,MetalSd,MetalSd,BrkFace,255.0,TA,TA,CBlock,125000
389,20,RL,93.0,9382,IR1,CollgCr,Lvl,CulDSac,Norm,1Fam,1Story,7,5,1999,2000,VinylSd,VinylSd,BrkFace,125.0,Gd,TA,PConc,191000
390,60,RL,96.0,12474,Reg,NridgHt,Lvl,Inside,Norm,1Fam,2Story,10,5,2007,2008,VinylSd,VinylSd,Stone,272.0,Ex,TA,PConc,426000
391,50,RL,50.0,8405,Reg,Edwards,Lvl,Inside,Norm,1Fam,1.5Fin,5,8,1900,1950,MetalSd,MetalSd,,0.0,TA,TA,BrkTil,119000
392,60,RL,71.0,12209,IR1,Mitchel,Lvl,CulDSac,Norm,1Fam,2Story,6,5,2001,2002,VinylSd,VinylSd,,0.0,TA,TA,PConc,215000
393,20,RL,,8339,IR1,NAmes,Lvl,Inside,Norm,1Fam,1Story,5,7,1959,1959,MetalSd,MetalSd,,0.0,TA,TA,Slab,106500
394,30,RL,,7446,Reg,BrkSide,Lvl,Corner,Feedr,1Fam,1Story,4,5,1941,1950,WdShing,Wd Shng,,0.0,TA,TA,CBlock,100000
395,50,RL,60.0,10134,Reg,OldTown,Lvl,Inside,Norm,1Fam,1.5Fin,5,6,1940,1950,MetalSd,MetalSd,,0.0,TA,TA,CBlock,109000
396,20,RL,68.0,9571,Reg,Edwards,Lvl,Inside,Norm,1Fam,1Story,5,6,1956,1956,Wd Sdng,Wd Sdng,,0.0,TA,TA,CBlock,129000
397,20,RL,60.0,7200,Reg,CollgCr,Low,Inside,Norm,1Fam,1Story,5,5,1972,1972,MetalSd,MetalSd,,0.0,TA,TA,CBlock,123000
398,60,RL,69.0,7590,Reg,NAmes,Lvl,Inside,PosN,1Fam,2Story,5,5,1962,1962,VinylSd,VinylSd,BrkFace,288.0,TA,TA,CBlock,169500
399,30,RM,60.0,8967,Reg,IDOTRR,Lvl,Corner,Norm,1Fam,1Story,5,2,1920,1950,MetalSd,MetalSd,,0.0,TA,Fa,BrkTil,67000
400,60,FV,65.0,8125,Reg,Somerst,Lvl,Inside,Norm,1Fam,2Story,7,5,2006,2007,CemntBd,CmentBd,Stone,100.0,Gd,TA,PConc,241000
401,120,RL,38.0,14963,IR2,Veenker,Lvl,Inside,Norm,TwnhsE,1Story,8,5,1996,1996,BrkFace,BrkFace,,0.0,Gd,TA,PConc,245500
402,20,RL,65.0,8767,IR1,CollgCr,Lvl,Inside,Norm,1Fam,1Story,7,5,2005,2005,VinylSd,VinylSd,,0.0,Gd,TA,PConc,164990
403,30,RL,60.0,10200,Reg,Sawyer,Lvl,Inside,Norm,1Fam,1Story,5,8,1940,1997,Wd Sdng,Wd Sdng,,0.0,TA,TA,PConc,108000
404,60,RL,93.0,12090,Reg,NoRidge,Lvl,Corner,Norm,1Fam,2Story,8,5,1998,1998,VinylSd,VinylSd,BrkFace,650.0,Gd,TA,PConc,258000
405,60,RL,,10364,IR1,Gilbert,Lvl,Inside,Norm,1Fam,2Story,6,5,1995,1996,MetalSd,MetalSd,,0.0,TA,TA,PConc,168000
406,20,RL,,9991,IR1,Sawyer,Lvl,Corner,Feedr,1Fam,1Story,4,4,1976,1993,Plywood,Plywood,,0.0,TA,TA,CBlock,150000
407,50,RL,51.0,10480,Reg,SWISU,Lvl,Inside,Norm,1Fam,1.5Fin,6,5,1936,1950,MetalSd,MetalSd,,0.0,TA,TA,BrkTil,115000
408,70,RL,63.0,15576,Reg,Crawfor,Lvl,Inside,Norm,1Fam,2Story,6,7,1915,1976,Wd Sdng,Plywood,,0.0,TA,TA,BrkTil,177000
409,60,RL,109.0,14154,Reg,NridgHt,Lvl,Corner,Norm,1Fam,2Story,7,5,2006,2006,VinylSd,VinylSd,BrkFace,350.0,Gd,TA,PConc,280000
410,60,FV,85.0,10800,Reg,Somerst,Lvl,Inside,Norm,1Fam,2Story,8,5,2007,2008,VinylSd,VinylSd,Stone,100.0,Gd,TA,PConc,339750
411,20,RL,68.0,9571,Reg,Edwards,Lvl,Inside,Norm,1Fam,1Story,5,3,1958,1958,BrkComm,Brk Cmn,,0.0,TA,Fa,CBlock,60000
412,190,RL,100.0,34650,Reg,Gilbert,Bnk,Inside,Norm,2fmCon,1Story,5,5,1955,1955,Wd Sdng,Wd Sdng,,0.0,TA,TA,CBlock,145000
413,20,FV,,4403,IR2,Somerst,Lvl,Inside,Norm,1Fam,1Story,7,5,2009,2009,MetalSd,MetalSd,Stone,432.0,Ex,TA,PConc,222000
414,30,RM,56.0,8960,Reg,OldTown,Lvl,Inside,Artery,1Fam,1Story,5,6,1927,1950,WdShing,Wd Shng,,0.0,TA,TA,CBlock,115000
415,60,RL,59.0,11228,IR2,SawyerW,Lvl,CulDSac,Norm,1Fam,2Story,7,5,1993,1993,VinylSd,VinylSd,,0.0,Gd,TA,PConc,228000
416,20,RL,73.0,8899,IR1,Gilbert,Lvl,Inside,Norm,1Fam,1Story,7,5,2007,2007,VinylSd,VinylSd,,0.0,Gd,TA,PConc,181134
417,60,RL,74.0,7844,Reg,Sawyer,Lvl,Inside,Norm,1Fam,2Story,6,7,1978,1978,HdBoard,HdBoard,BrkFace,203.0,TA,TA,CBlock,149500
418,70,RL,86.0,22420,IR1,Crawfor,Lvl,Inside,Feedr,1Fam,2Story,6,6,1918,1950,Wd Sdng,Stucco,,0.0,TA,TA,BrkTil,239000
419,50,RL,60.0,8160,Reg,Edwards,Lvl,Inside,Norm,1Fam,1.5Fin,5,6,1940,1950,MetalSd,MetalSd,,0.0,TA,TA,BrkTil,126000
420,20,RL,65.0,8450,Reg,NAmes,Lvl,Inside,Norm,1Fam,1Story,5,6,1968,1968,VinylSd,VinylSd,,0.0,TA,TA,CBlock,142000
421,90,RM,78.0,7060,Reg,Mitchel,Lvl,Inside,Norm,Duplex,SFoyer,7,5,1997,1998,VinylSd,VinylSd,BrkFace,200.0,TA,Gd,PConc,206300
422,20,RL,,16635,IR1,NWAmes,Lvl,FR2,Norm,1Fam,1Story,6,7,1977,2000,CemntBd,CmentBd,Stone,126.0,Gd,TA,CBlock,215000
423,20,RL,100.0,21750,Reg,Mitchel,HLS,Inside,Artery,1Fam,1Story,5,5,1954,1954,HdBoard,HdBoard,,0.0,TA,TA,CBlock,113000
424,60,RL,80.0,9200,Reg,NoRidge,Lvl,Inside,Norm,1Fam,2Story,8,5,1998,1998,VinylSd,VinylSd,BrkFace,473.0,Gd,TA,PConc,315000
425,20,RL,72.0,9000,Reg,NAmes,Lvl,Inside,Norm,1Fam,1Story,6,5,1956,1956,Wd Sdng,Wd Sdng,BrkFace,74.0,TA,TA,CBlock,139000
426,60,RM,60.0,3378,Reg,OldTown,HLS,Inside,Norm,1Fam,2Story,7,8,1946,1992,HdBoard,HdBoard,,0.0,TA,Gd,CBlock,135000
427,80,RL,,12800,Reg,SawyerW,Low,Inside,Norm,1Fam,SLvl,7,5,1989,1989,Wd Sdng,Wd Sdng,BrkFace,145.0,Gd,TA,PConc,275000
428,20,RL,77.0,8593,IR1,NAmes,Lvl,Inside,Norm,1Fam,1Story,4,6,1957,1957,MetalSd,MetalSd,,0.0,TA,TA,CBlock,109008
429,20,RL,64.0,6762,Reg,CollgCr,Lvl,Inside,Norm,1Fam,1Story,7,5,2007,2007,VinylSd,VinylSd,BrkFace,108.0,Gd,TA,PConc,195400
430,20,RL,130.0,11457,IR1,Timber,Lvl,Corner,Norm,1Fam,1Story,6,5,1988,1988,HdBoard,HdBoard,,0.0,TA,TA,CBlock,175000
431,160,RM,21.0,1680,Reg,BrDale,Lvl,Inside,Norm,Twnhs,2Story,6,5,1971,1971,HdBoard,HdBoard,BrkFace,232.0,TA,TA,CBlock,85400
432,50,RM,60.0,5586,IR1,OldTown,Bnk,Inside,Feedr,1Fam,1.5Fin,6,7,1920,1998,MetalSd,MetalSd,,0.0,TA,TA,BrkTil,79900
433,160,RM,24.0,1920,Reg,BrDale,Lvl,Inside,Norm,TwnhsE,2Story,5,5,1971,1971,HdBoard,HdBoard,BrkFace,376.0,TA,TA,CBlock,122500
434,60,RL,100.0,10839,IR1,Gilbert,Lvl,Corner,Norm,1Fam,2Story,6,5,1997,1998,VinylSd,VinylSd,,0.0,TA,TA,PConc,181000
435,180,RM,21.0,1890,Reg,MeadowV,Lvl,Inside,Norm,Twnhs,SFoyer,4,7,1972,1972,CemntBd,CmentBd,,0.0,TA,Gd,CBlock,81000
436,60,RL,43.0,10667,IR2,CollgCr,Lvl,CulDSac,PosN,1Fam,2Story,7,6,1996,1996,VinylSd,VinylSd,,0.0,Gd,TA,PConc,212000
437,50,RM,40.0,4400,Reg,OldTown,Lvl,Inside,Norm,1Fam,1.5Fin,6,8,1920,1950,Stucco,Stucco,,0.0,TA,TA,BrkTil,116000
438,45,RM,50.0,6000,Reg,BrkSide,Lvl,Inside,Norm,1Fam,1.5Unf,6,7,1926,2004,Wd Sdng,Wd Sdng,,0.0,Gd,TA,PConc,119000
439,30,RL,40.0,4280,Reg,Crawfor,Lvl,Inside,Norm,1Fam,1Story,5,6,1913,2002,WdShing,Stucco,,0.0,TA,TA,PConc,90350
440,50,RL,67.0,12354,Reg,Edwards,Lvl,Corner,Norm,1Fam,1.5Fin,6,8,1920,2000,Wd Sdng,Wd Sdng,,0.0,TA,TA,BrkTil,110000
441,20,RL,105.0,15431,Reg,NridgHt,Lvl,Inside,Norm,1Fam,1Story,10,5,2008,2008,VinylSd,VinylSd,Stone,200.0,Ex,TA,PConc,555000
442,90,RL,92.0,12108,Reg,Edwards,Lvl,Inside,Norm,Duplex,1Story,4,4,1955,1955,VinylSd,VinylSd,BrkFace,270.0,TA,TA,CBlock,118000
443,50,RM,52.0,6240,Reg,BrkSide,Lvl,Inside,Norm,1Fam,1.5Fin,5,7,1930,1992,MetalSd,MetalSd,,0.0,TA,TA,PConc,162900
444,120,RL,53.0,3922,Reg,Blmngtn,Lvl,Inside,Norm,TwnhsE,1Story,7,5,2006,2007,WdShing,Wd Shng,BrkFace,72.0,Gd,TA,PConc,172500
445,60,RL,70.0,8750,Reg,CollgCr,Lvl,Inside,Norm,1Fam,2Story,7,5,1994,1995,VinylSd,VinylSd,,0.0,Gd,Gd,PConc,210000
446,20,RL,73.0,9855,Reg,Edwards,Lvl,Corner,Norm,1Fam,1Story,6,5,1956,1956,Wd Sdng,Wd Sdng,,0.0,TA,TA,CBlock,127500
447,20,RL,137.0,16492,IR1,NAmes,Lvl,Corner,PosA,1Fam,1Story,6,6,1966,2002,BrkFace,Plywood,,0.0,Gd,TA,CBlock,190000
448,60,RL,,11214,IR1,Gilbert,Lvl,Corner,Norm,1Fam,2Story,7,5,1998,1999,VinylSd,VinylSd,,0.0,Gd,TA,PConc,199900
449,50,RM,50.0,8600,Reg,IDOTRR,Bnk,Inside,Norm,1Fam,1.5Fin,6,6,1937,1950,MetalSd,MetalSd,,0.0,TA,TA,BrkTil,119500
450,50,RM,50.0,6000,Reg,OldTown,Lvl,Inside,Norm,1Fam,1.5Fin,3,7,1948,2002,MetalSd,MetalSd,,0.0,TA,Gd,CBlock,120000
451,30,RM,70.0,5684,Reg,OldTown,Lvl,Inside,Norm,1Fam,1Story,6,8,1930,2005,Wd Sdng,Wd Sdng,,0.0,TA,TA,BrkTil,110000
452,20,RL,62.0,70761,IR1,ClearCr,Low,Inside,Norm,1Fam,1Story,7,5,1975,1975,Plywood,Plywood,,0.0,TA,TA,CBlock,280000
453,60,RL,,9303,IR1,Timber,Lvl,Corner,Norm,1Fam,2Story,6,5,1996,1997,VinylSd,VinylSd,BrkFace,42.0,Gd,TA,PConc,204000
454,60,FV,75.0,9000,Reg,Somerst,Lvl,Inside,Norm,1Fam,2Story,8,5,2008,2008,VinylSd,VinylSd,,0.0,Gd,TA,PConc,210000
455,90,RL,63.0,9297,Reg,Mitchel,Lvl,Inside,Norm,Duplex,1Story,5,5,1976,1976,Plywood,Plywood,,0.0,TA,TA,CBlock,188000
456,20,RL,80.0,9600,Reg,NWAmes,Lvl,Inside,Norm,1Fam,1Story,7,6,1973,1973,HdBoard,HdBoard,BrkFace,320.0,TA,TA,CBlock,175500
457,70,RM,34.0,4571,Reg,OldTown,Lvl,Inside,Norm,1Fam,2Story,5,5,1916,1950,AsbShng,AsbShng,,0.0,TA,TA,BrkTil,98000
458,20,RL,,53227,IR1,ClearCr,Low,CulDSac,Norm,1Fam,1Story,4,6,1954,1994,Plywood,Plywood,,0.0,TA,TA,CBlock,256000
459,70,RM,,5100,Reg,OldTown,Lvl,Inside,Norm,1Fam,2Story,8,7,1925,1996,Stucco,Wd Shng,,0.0,TA,Gd,PConc,161000
460,50,RL,,7015,IR1,BrkSide,Bnk,Corner,Norm,1Fam,1.5Fin,5,4,1950,1950,MetalSd,MetalSd,BrkCmn,161.0,TA,TA,CBlock,110000
461,60,FV,75.0,8004,IR1,Somerst,Lvl,Inside,RRAn,1Fam,2Story,8,5,2009,2009,VinylSd,VinylSd,Stone,110.0,Gd,TA,PConc,263435
462,70,RL,60.0,7200,Reg,SWISU,Lvl,Inside,Feedr,1Fam,2Story,7,9,1936,2007,Wd Sdng,Wd Sdng,,0.0,Gd,Gd,PConc,155000
